timestamp,focus,fatigue,heart_rate,spo2
2026-01-14T16:42:17,0.2236,0.9052,82,53
2026-01-14T16:42:18,0.2511,0.8770,82,0
2026-01-14T16:42:18,0.2943,0.8456,75,0
2026-01-14T16:42:19,0.2486,0.8895,75,0
2026-01-14T16:42:20,0.2597,0.8811,75,0
2026-01-14T16:42:21,0.2975,0.8029,75,0
2026-01-14T16:42:22,0.2713,0.8029,75,0
2026-01-14T16:42:23,0.2871,0.8029,75,0
2026-01-14T16:42:24,0.3338,0.7471,75,0
2026-01-14T16:42:25,0.3682,0.7131,75,0
2026-01-14T16:42:26,0.4100,0.6783,75,41
2026-01-14T16:42:27,0.4104,0.6783,75,75
2026-01-14T16:42:28,0.3926,0.6343,75,77
2026-01-14T16:42:29,0.4219,0.6353,75,73
2026-01-14T16:42:30,0.4633,0.5925,75,67
2026-01-14T16:42:31,0.4561,0.5925,75,52
2026-01-14T16:42:32,0.4386,0.6248,75,37
2026-01-14T16:42:33,0.4020,0.6871,75,1
2026-01-14T16:42:34,0.3145,0.7533,75,0
2026-01-14T16:42:35,0.3256,0.7533,82,100
2026-01-14T16:42:36,0.2823,0.8565,82,100
2026-01-14T16:42:37,0.3170,0.8501,82,100
2026-01-14T16:42:38,0.2881,0.8929,75,100
2026-01-14T16:42:39,0.2885,0.8929,75,100
2026-01-14T16:42:40,0.2336,0.9165,75,100
2026-01-14T16:42:41,0.2149,0.9165,75,100
2026-01-14T16:42:42,0.2176,0.9165,75,100
2026-01-14T16:42:43,0.2205,0.9165,75,100
2026-01-14T16:42:44,0.2799,0.8620,75,100
2026-01-14T16:42:45,0.1829,0.9455,75,100
2026-01-14T16:42:46,0.1970,0.9455,75,26
2026-01-14T16:42:47,0.3058,0.8744,75,61
2026-01-14T16:42:48,0.3132,0.8744,75,90
2026-01-14T16:42:49,0.3194,0.8744,75,100
2026-01-14T16:42:50,0.3511,0.8321,75,0
2026-01-14T16:42:51,0.3398,0.8321,75,0
2026-01-14T16:42:52,0.2772,0.8866,82,50
2026-01-14T16:42:53,0.2721,0.8866,82,5
2026-01-14T16:42:54,0.2950,0.8739,75,100
2026-01-14T16:42:55,0.1749,0.9450,68,100
2026-01-14T16:42:56,0.1733,0.9450,68,100
2026-01-14T16:42:57,0.2075,0.9045,68,100
2026-01-14T16:42:58,0.2271,0.9059,68,63
2026-01-14T16:42:59,0.2562,0.8823,68,100
2026-01-14T16:43:00,0.2959,0.8436,68,100
2026-01-14T16:43:01,0.3538,0.7827,75,0
2026-01-14T16:43:02,0.3556,0.7261,75,80
2026-01-14T16:43:03,0.4084,0.7082,75,83
