timestamp,focus,fatigue,heart_rate,spo2
2026-01-12T15:37:25,0.4385,0.2747,72,98
2026-01-12T15:37:25,0.4205,0.2750,70,98
2026-01-12T15:37:26,0.3973,0.2982,69,98
2026-01-12T15:37:27,0.4089,0.3262,69,97
2026-01-12T15:37:28,0.4053,0.3317,71,96
2026-01-12T15:37:30,0.3960,0.3336,73,95
2026-01-12T15:37:30,0.4063,0.3623,72,94
2026-01-12T15:37:31,0.3831,0.3668,71,94
2026-01-12T15:37:32,0.3580,0.3823,73,95
2026-01-12T15:37:34,0.3323,0.4053,76,96
2026-01-12T15:37:35,0.3018,0.4163,74,96
2026-01-12T15:37:35,0.3155,0.4359,73,97
2026-01-12T15:37:37,0.2859,0.4475,71,98
