timestamp,focus,fatigue,heart_rate,spo2
2026-01-12T16:52:59,0.3672,0.2763,75,98
2026-01-12T16:53:00,0.3530,0.2879,78,99
2026-01-12T16:53:01,0.3566,0.3142,79,99
2026-01-12T16:53:02,0.3754,0.3166,77,99
2026-01-12T16:53:03,0.3404,0.3313,79,98
2026-01-12T16:53:04,0.3343,0.3430,82,97
2026-01-12T16:53:05,0.3229,0.3615,80,98
2026-01-12T16:53:06,0.2852,0.3737,79,98
2026-01-12T16:53:07,0.2789,0.3750,82,98
2026-01-12T16:53:08,0.2495,0.4038,85,97
2026-01-12T16:53:09,0.2561,0.4196,88,96
2026-01-12T16:53:10,0.2181,0.4286,87,96
2026-01-12T16:53:11,0.2379,0.4351,90,97
2026-01-12T16:53:12,0.1982,0.4568,92,96
2026-01-12T16:53:13,0.1721,0.4847,92,95
2026-01-12T16:53:14,0.1663,0.4939,92,95
2026-01-12T16:53:15,0.1567,0.5014,90,94
2026-01-12T16:53:16,0.1576,0.5217,89,94
2026-01-12T16:53:17,0.1754,0.5433,91,94
2026-01-12T16:53:18,0.1837,0.5667,91,94
2026-01-12T16:53:19,0.1608,0.5882,93,94
2026-01-12T16:53:20,0.1517,0.6166,94,94
2026-01-12T16:53:21,0.1407,0.6358,93,94
2026-01-12T16:53:22,0.1058,0.6566,95,95
2026-01-12T16:53:23,0.1215,0.6763,97,95
2026-01-12T16:53:24,0.1354,0.6978,96,94
2026-01-12T16:53:25,0.1494,0.7277,96,95
2026-01-12T16:53:26,0.1107,0.7550,99,94
2026-01-12T16:53:27,0.1023,0.7763,99,94
2026-01-12T16:53:28,0.0744,0.7798,98,94
2026-01-12T16:53:29,0.0654,0.7965,97,94
2026-01-12T16:53:30,0.0468,0.8000,100,94
2026-01-12T16:53:31,0.0442,0.8218,98,94
2026-01-12T16:53:32,0.0536,0.8482,98,95
2026-01-12T16:53:33,0.0569,0.8723,97,95
2026-01-12T16:53:34,0.0764,0.8971,95,96
2026-01-12T16:53:35,0.0554,0.9071,97,96
2026-01-12T16:53:36,0.0207,0.9132,97,95
2026-01-12T16:53:37,0.0000,0.9234,97,95
2026-01-12T16:53:38,0.0000,0.9471,100,95
2026-01-12T16:53:39,0.0045,0.9479,101,94
2026-01-12T16:53:40,0.0000,0.9654,103,94
2026-01-12T16:53:41,0.0193,0.9767,103,95
2026-01-12T16:53:42,0.0131,0.9932,103,96
2026-01-12T16:53:43,0.0086,1.0000,101,97
2026-01-12T16:53:44,0.0000,1.0000,103,98
2026-01-12T16:53:45,0.0036,1.0000,102,99
2026-01-12T16:53:46,0.0000,1.0000,100,100
2026-01-12T16:53:47,0.0000,1.0000,100,100
2026-01-12T16:53:48,0.0000,1.0000,103,100
2026-01-12T16:53:49,0.0160,1.0000,104,100
2026-01-12T16:53:50,0.0255,1.0000,103,100
2026-01-12T16:53:51,0.0000,1.0000,104,100
2026-01-12T16:53:52,0.0127,1.0000,107,100
2026-01-12T16:53:53,0.0000,1.0000,107,99
2026-01-12T16:53:54,0.0000,1.0000,106,100
2026-01-12T16:53:55,0.0000,1.0000,106,100
2026-01-12T16:53:56,0.0028,1.0000,108,100
2026-01-12T16:53:57,0.0209,1.0000,108,100
2026-01-12T16:53:58,0.0000,1.0000,110,100
2026-01-12T16:53:59,0.0000,1.0000,110,100
2026-01-12T16:54:00,0.0168,1.0000,110,100
2026-01-12T16:54:01,0.0000,1.0000,110,99
2026-01-12T16:54:02,0.0000,1.0000,110,99
2026-01-12T16:54:03,0.0047,1.0000,110,99
2026-01-12T16:54:04,0.0207,1.0000,109,100
2026-01-12T16:54:05,0.0240,1.0000,108,99
2026-01-12T16:54:06,0.0000,1.0000,107,100
2026-01-12T16:54:07,0.0145,1.0000,108,99
2026-01-12T16:54:08,0.0273,1.0000,110,100
2026-01-12T16:54:09,0.0092,1.0000,110,100
2026-01-12T16:54:10,0.0001,1.0000,110,99
2026-01-12T16:54:11,0.0000,1.0000,110,100
2026-01-12T16:54:12,0.0000,1.0000,108,99
2026-01-12T16:54:13,0.0000,1.0000,108,99
2026-01-12T16:54:14,0.0000,1.0000,106,98
2026-01-12T16:54:15,0.0000,1.0000,106,99
