timestamp,focus,fatigue,heart_rate,spo2
2026-01-12T18:26:21,0.3932,0.2730,73,97
2026-01-12T18:26:22,0.4015,0.2769,74,98
2026-01-12T18:26:23,0.3752,0.2911,75,97
2026-01-12T18:26:24,0.3911,0.3056,78,97
2026-01-12T18:26:25,0.3902,0.3335,76,96
2026-01-12T18:26:26,0.3816,0.3550,79,96
2026-01-12T18:26:27,0.3971,0.3653,79,95
2026-01-12T18:26:28,0.3958,0.3939,78,96
2026-01-12T18:26:29,0.3659,0.4009,81,95
2026-01-12T18:26:30,0.3659,0.4197,80,96
2026-01-12T18:26:31,0.3539,0.4316,80,96
2026-01-12T18:26:32,0.3591,0.4435,82,97
2026-01-12T18:26:33,0.3760,0.4651,85,98
2026-01-12T18:26:34,0.3673,0.4854,87,99
2026-01-12T18:26:35,0.3703,0.5035,86,100
2026-01-12T18:26:36,0.3799,0.5297,87,99
2026-01-12T18:26:37,0.3586,0.5585,89,98
2026-01-12T18:26:38,0.3754,0.5745,91,99
2026-01-12T18:26:39,0.3820,0.5954,91,100
2026-01-12T18:26:40,0.3963,0.6130,94,99
2026-01-12T18:26:41,0.3604,0.6336,93,98
2026-01-12T18:26:42,0.3621,0.6539,95,98
2026-01-12T18:26:43,0.3263,0.6592,95,97
2026-01-12T18:26:44,0.3386,0.6600,98,96
2026-01-12T18:26:45,0.3172,0.6612,99,95
2026-01-12T18:26:46,0.2946,0.6701,98,95
2026-01-12T18:26:47,0.2765,0.6860,100,94
2026-01-12T18:26:48,0.2493,0.6959,100,94
2026-01-12T18:26:49,0.2441,0.6964,102,94
2026-01-12T18:26:50,0.2545,0.7051,101,95
2026-01-12T18:26:51,0.2203,0.7076,102,96
2026-01-12T18:26:52,0.1922,0.7358,104,96
2026-01-12T18:26:53,0.2013,0.7628,102,95
2026-01-12T18:26:54,0.1847,0.7675,100,95
2026-01-12T18:26:55,0.1766,0.7800,100,96
2026-01-12T18:26:56,0.1446,0.7944,103,96
2026-01-12T18:26:57,0.1414,0.8048,105,97
