timestamp,focus,fatigue,heart_rate,spo2
2026-01-12T15:22:51,0.4049,0.2633,70,98
2026-01-12T15:22:52,0.3910,0.2643,69,99
2026-01-12T15:22:53,0.3949,0.2683,71,98
2026-01-12T15:22:54,0.3556,0.2854,72,98
2026-01-12T15:22:55,0.3483,0.2881,74,99
2026-01-12T15:22:56,0.3222,0.3061,77,98
2026-01-12T15:22:57,0.2859,0.3359,76,97
2026-01-12T15:22:58,0.2795,0.3588,76,96
2026-01-12T15:22:59,0.2936,0.3845,76,97
2026-01-12T15:23:00,0.2775,0.4113,78,96
2026-01-12T15:23:01,0.2875,0.4355,81,96
2026-01-12T15:23:02,0.2581,0.4414,79,97
2026-01-12T15:23:03,0.2421,0.4417,77,96
2026-01-12T15:23:04,0.2558,0.4607,75,97
2026-01-12T15:23:05,0.2191,0.4885,76,98
2026-01-12T15:23:06,0.2101,0.4956,77,99
2026-01-12T15:23:07,0.2257,0.5141,80,98
2026-01-12T15:23:08,0.2059,0.5307,80,99
2026-01-12T15:23:09,0.2141,0.5329,81,100
2026-01-12T15:23:10,0.1815,0.5566,80,100
2026-01-12T15:23:11,0.1449,0.5817,81,100
2026-01-12T15:23:12,0.1203,0.6019,81,100
2026-01-12T15:23:13,0.1051,0.6240,83,100
2026-01-12T15:23:14,0.0985,0.6294,84,99
2026-01-12T15:23:15,0.0868,0.6298,83,99
2026-01-12T15:23:16,0.0984,0.6546,82,98
2026-01-12T15:23:17,0.0788,0.6640,84,97
2026-01-12T15:23:18,0.0508,0.6728,86,97
2026-01-12T15:23:19,0.0195,0.6821,89,96
2026-01-12T15:23:20,0.0164,0.6932,92,97
2026-01-12T15:23:21,0.0288,0.7033,91,98
2026-01-12T15:23:22,0.0000,0.7268,93,99
2026-01-12T15:23:23,0.0000,0.7390,94,99
2026-01-12T15:23:24,0.0000,0.7645,92,99
2026-01-12T15:23:25,0.0000,0.7824,92,98
2026-01-12T15:23:26,0.0189,0.8047,94,98
2026-01-12T15:23:27,0.0012,0.8051,92,99
2026-01-12T15:23:28,0.0144,0.8066,93,98
2026-01-12T15:23:29,0.0000,0.8207,92,99
2026-01-12T15:23:30,0.0000,0.8439,94,100
2026-01-12T15:23:31,0.0135,0.8715,93,99
2026-01-12T15:23:32,0.0082,0.8760,94,99
2026-01-12T15:23:33,0.0171,0.8932,92,100
2026-01-12T15:23:34,0.0000,0.9010,90,100
2026-01-12T15:23:35,0.0000,0.9099,88,100
2026-01-12T15:23:36,0.0000,0.9317,89,100
2026-01-12T15:23:37,0.0000,0.9539,92,100
2026-01-12T15:23:38,0.0000,0.9671,90,100
2026-01-12T15:23:39,0.0000,0.9965,91,99
2026-01-12T15:23:40,0.0189,0.9969,92,99
2026-01-12T15:23:41,0.0326,1.0000,93,98
2026-01-12T15:23:42,0.0097,1.0000,94,99
2026-01-12T15:23:43,0.0026,1.0000,92,100
2026-01-12T15:23:44,0.0005,1.0000,93,100
2026-01-12T15:23:45,0.0012,1.0000,91,99
2026-01-12T15:23:46,0.0000,1.0000,89,99
2026-01-12T15:23:47,0.0149,1.0000,89,98
2026-01-12T15:23:48,0.0000,1.0000,89,99
2026-01-12T15:23:49,0.0000,1.0000,91,99
2026-01-12T15:23:50,0.0000,1.0000,90,100
2026-01-12T15:23:51,0.0000,1.0000,93,100
2026-01-12T15:23:52,0.0057,1.0000,91,99
2026-01-12T15:23:53,0.0025,1.0000,92,98
2026-01-12T15:23:54,0.0000,1.0000,93,97
2026-01-12T15:23:55,0.0105,1.0000,95,96
2026-01-12T15:23:56,0.0000,1.0000,97,96
2026-01-12T15:23:57,0.0000,1.0000,96,96
2026-01-12T15:23:58,0.0000,1.0000,94,96
2026-01-12T15:23:59,0.0000,1.0000,92,97
2026-01-12T15:24:00,0.0000,1.0000,92,96
2026-01-12T15:24:01,0.0018,1.0000,95,96
2026-01-12T15:24:02,0.0000,1.0000,95,96
2026-01-12T15:24:03,0.0048,1.0000,97,95
2026-01-12T15:24:04,0.0000,1.0000,96,95
2026-01-12T15:24:05,0.0000,1.0000,99,95
2026-01-12T15:24:06,0.0043,1.0000,97,94
2026-01-12T15:24:07,0.0098,1.0000,99,94
2026-01-12T15:24:08,0.0000,1.0000,102,94
2026-01-12T15:24:09,0.0000,1.0000,104,94
2026-01-12T15:24:10,0.0000,1.0000,105,94
2026-01-12T15:24:11,0.0000,1.0000,108,94
2026-01-12T15:24:12,0.0000,1.0000,110,95
2026-01-12T15:24:13,0.0000,1.0000,108,95
2026-01-12T15:24:14,0.0000,1.0000,109,94
2026-01-12T15:24:15,0.0074,1.0000,110,95
2026-01-12T15:24:16,0.0000,1.0000,109,94
2026-01-12T15:24:17,0.0062,1.0000,110,94
2026-01-12T15:24:18,0.0003,1.0000,108,94
2026-01-12T15:24:19,0.0000,1.0000,110,95
2026-01-12T15:24:20,0.0000,1.0000,110,96
2026-01-12T15:24:21,0.0127,1.0000,108,97
2026-01-12T15:24:22,0.0121,1.0000,107,96
2026-01-12T15:24:23,0.0164,1.0000,105,95
2026-01-12T15:24:24,0.0000,1.0000,108,95
2026-01-12T15:24:25,0.0184,1.0000,107,96
2026-01-12T15:24:26,0.0283,1.0000,108,96
2026-01-12T15:24:27,0.0204,1.0000,109,97
2026-01-12T15:24:28,0.0122,1.0000,109,97
2026-01-12T15:24:29,0.0000,1.0000,108,98
2026-01-12T15:24:30,0.0000,1.0000,106,99
2026-01-12T15:24:31,0.0000,1.0000,105,99
2026-01-12T15:24:32,0.0000,1.0000,104,99
2026-01-12T15:24:33,0.0000,1.0000,105,99
2026-01-12T15:24:34,0.0000,1.0000,106,99
2026-01-12T15:24:35,0.0000,1.0000,108,98
2026-01-12T15:24:36,0.0000,1.0000,108,97
2026-01-12T15:24:37,0.0000,1.0000,108,96
2026-01-12T15:24:38,0.0000,1.0000,107,96
2026-01-12T15:24:39,0.0000,1.0000,109,96
2026-01-12T15:24:40,0.0025,1.0000,110,97
2026-01-12T15:24:41,0.0000,1.0000,108,96
2026-01-12T15:24:42,0.0000,1.0000,108,97
2026-01-12T15:24:43,0.0000,1.0000,110,96
2026-01-12T15:24:44,0.0000,1.0000,108,95
2026-01-12T15:24:45,0.0000,1.0000,106,96
2026-01-12T15:24:46,0.0146,1.0000,109,95
2026-01-12T15:24:47,0.0000,1.0000,110,95
2026-01-12T15:24:48,0.0000,1.0000,108,94
2026-01-12T15:24:49,0.0000,1.0000,106,94
2026-01-12T15:24:50,0.0035,1.0000,104,94
2026-01-12T15:24:51,0.0115,1.0000,104,95
2026-01-12T15:24:52,0.0059,1.0000,104,95
2026-01-12T15:24:53,0.0211,1.0000,103,94
2026-01-12T15:24:54,0.0250,1.0000,102,95
2026-01-12T15:24:55,0.0110,1.0000,100,94
2026-01-12T15:24:56,0.0000,1.0000,100,95
2026-01-12T15:24:57,0.0180,1.0000,99,96
2026-01-12T15:24:58,0.0341,1.0000,99,96
2026-01-12T15:24:59,0.0149,1.0000,98,95
2026-01-12T15:25:00,0.0256,1.0000,97,95
2026-01-12T15:25:01,0.0070,1.0000,100,95
2026-01-12T15:25:02,0.0000,1.0000,98,96
2026-01-12T15:25:03,0.0000,1.0000,99,97
2026-01-12T15:25:04,0.0000,1.0000,100,96
2026-01-12T15:25:05,0.0000,1.0000,101,95
2026-01-12T15:25:06,0.0000,1.0000,100,95
2026-01-12T15:25:07,0.0000,1.0000,103,95
2026-01-12T15:25:08,0.0000,1.0000,102,96
2026-01-12T15:25:09,0.0000,1.0000,102,96
2026-01-12T15:25:10,0.0000,1.0000,105,95
2026-01-12T15:25:11,0.0000,1.0000,104,94
2026-01-12T15:25:12,0.0086,1.0000,105,95
2026-01-12T15:25:13,0.0000,1.0000,105,96
2026-01-12T15:25:14,0.0000,1.0000,104,95
2026-01-12T15:25:15,0.0000,1.0000,103,96
2026-01-12T15:25:16,0.0115,1.0000,106,97
2026-01-12T15:25:17,0.0269,1.0000,108,96
2026-01-12T15:25:18,0.0296,1.0000,107,96
2026-01-12T15:25:19,0.0341,1.0000,106,96
2026-01-12T15:25:20,0.0027,1.0000,109,96
2026-01-12T15:25:21,0.0000,1.0000,110,95
2026-01-12T15:25:22,0.0000,1.0000,109,95
2026-01-12T15:25:23,0.0000,1.0000,110,95
2026-01-12T15:25:24,0.0169,1.0000,110,95
2026-01-12T15:25:25,0.0246,1.0000,108,94
