timestamp,focus,fatigue,heart_rate,spo2
2026-01-14T18:25:50,0.1993,0.4883,52,98
2026-01-14T18:25:51,0.2062,0.4936,52,95
2026-01-14T18:25:52,0.1769,0.5386,52,93
2026-01-14T18:25:53,0.2417,0.5185,52,95
2026-01-14T18:25:54,0.2627,0.5020,60,97
2026-01-14T18:25:55,0.3095,0.4769,60,96
2026-01-14T18:25:56,0.2891,0.5032,60,94
2026-01-14T18:25:57,0.3235,0.4625,52,100
2026-01-14T18:25:58,0.3109,0.4719,52,100
2026-01-14T18:25:59,0.3442,0.4315,52,100
2026-01-14T18:26:00,0.3952,0.3820,52,100
2026-01-14T18:26:01,0.3064,0.4482,60,100
2026-01-14T18:26:02,0.2662,0.4749,52,100
2026-01-14T18:26:03,0.2643,0.4742,52,100
2026-01-14T18:26:04,0.3212,0.4184,52,100
2026-01-14T18:26:05,0.3022,0.4217,52,100
2026-01-14T18:26:06,0.2952,0.4127,52,100
2026-01-14T18:26:07,0.2873,0.4252,52,99
2026-01-14T18:26:08,0.2699,0.4415,52,100
2026-01-14T18:26:09,0.3078,0.4072,52,100
2026-01-14T18:26:10,0.2967,0.4248,52,100
2026-01-14T18:26:11,0.2645,0.4335,52,100
2026-01-14T18:26:12,0.2385,0.4467,52,100
2026-01-14T18:26:13,0.2144,0.4947,52,100
2026-01-14T18:26:14,0.1704,0.5367,52,100
2026-01-14T18:26:15,0.1374,0.5504,52,100
2026-01-14T18:26:16,0.1147,0.5678,52,100
2026-01-14T18:26:17,0.0857,0.5820,52,100
2026-01-14T18:26:18,0.0923,0.5696,52,100
2026-01-14T18:26:19,0.0780,0.6070,52,100
2026-01-14T18:26:20,0.0798,0.6081,52,100
2026-01-14T18:26:21,0.1063,0.5812,52,100
2026-01-14T18:26:22,0.1352,0.5558,52,100
2026-01-14T18:26:23,0.1564,0.5564,52,100
2026-01-14T18:26:24,0.1669,0.5530,52,100
2026-01-14T18:26:25,0.1808,0.5499,52,100
2026-01-14T18:26:26,0.2211,0.5256,52,100
2026-01-14T18:26:27,0.2471,0.4882,52,100
2026-01-14T18:26:28,0.2381,0.5021,52,100
2026-01-14T18:26:29,0.2610,0.4708,52,100
2026-01-14T18:26:30,0.2590,0.4720,60,100
2026-01-14T18:26:31,0.2405,0.4730,60,100
2026-01-14T18:26:32,0.2326,0.4620,60,100
2026-01-14T18:26:33,0.1998,0.4944,60,100
2026-01-14T18:26:34,0.1600,0.5221,52,100
2026-01-14T18:26:35,0.1340,0.5443,52,100
2026-01-14T18:26:36,0.1162,0.5603,52,100
2026-01-14T18:26:37,0.0896,0.5883,60,100
2026-01-14T18:26:38,0.0865,0.5851,60,100
2026-01-14T18:26:39,0.0810,0.5934,60,100
2026-01-14T18:26:40,0.0704,0.6124,60,100
2026-01-14T18:26:41,0.0803,0.5990,60,100
2026-01-14T18:26:42,0.0868,0.5862,60,97
2026-01-14T18:26:43,0.1105,0.5610,60,97
2026-01-14T18:26:44,0.1302,0.5400,52,96
2026-01-14T18:26:45,0.1499,0.5319,52,99
2026-01-14T18:26:46,0.2262,0.4852,52,100
2026-01-14T18:26:47,0.2262,0.4852,52,100
2026-01-14T18:26:48,0.8051,0.0210,52,100
2026-01-14T18:26:49,0.8051,0.0210,52,100
2026-01-14T18:26:50,0.8051,0.0210,52,100
2026-01-14T18:26:51,1.0000,0.0000,52,100
2026-01-14T18:26:52,0.9236,0.0410,52,100
2026-01-14T18:26:53,0.9112,0.0512,52,100
2026-01-14T18:26:54,0.9184,0.0384,52,100
2026-01-14T18:26:55,0.9347,0.0307,52,100
2026-01-14T18:26:56,0.9302,0.0256,52,100
2026-01-14T18:26:57,0.8239,0.1108,52,100
2026-01-14T18:26:58,0.8313,0.1014,52,100
2026-01-14T18:26:59,0.8313,0.1014,52,100
2026-01-14T18:27:00,0.8313,0.1014,52,100
2026-01-14T18:27:01,0.8313,0.1014,52,100
2026-01-14T18:27:02,0.8313,0.1014,52,100
2026-01-14T18:27:03,0.8313,0.1014,52,100
2026-01-14T18:27:04,0.8313,0.1014,52,100
2026-01-14T18:27:05,0.8313,0.1014,52,100
2026-01-14T18:27:06,0.9764,0.0000,52,100
2026-01-14T18:27:07,0.9764,0.0000,52,100
2026-01-14T18:27:08,0.9764,0.0000,52,100
2026-01-14T18:27:09,0.9764,0.0000,52,100
2026-01-14T18:27:10,0.9440,0.0000,52,100
2026-01-14T18:27:11,0.9440,0.0000,52,100
2026-01-14T18:27:12,0.5483,0.2570,52,100
2026-01-14T18:27:13,0.4910,0.2904,52,100
2026-01-14T18:27:14,0.5678,0.1941,52,100
2026-01-14T18:27:15,0.6729,0.1456,60,0
2026-01-14T18:27:16,0.6685,0.1490,68,100
2026-01-14T18:27:17,0.6581,0.1664,68,100
2026-01-14T18:27:18,0.7010,0.1427,68,100
2026-01-14T18:27:19,0.6789,0.1546,68,100
2026-01-14T18:27:20,0.6354,0.1891,60,100
2026-01-14T18:27:21,0.6681,0.1560,60,0
2026-01-14T18:27:22,0.6681,0.1560,60,0
2026-01-14T18:27:23,0.6681,0.1560,60,0
2026-01-14T18:27:24,0.6681,0.1560,60,0
2026-01-14T18:27:25,0.6681,0.1560,60,0
2026-01-14T18:27:26,0.6681,0.1560,60,0
2026-01-14T18:27:27,1.0000,0.0000,68,100
2026-01-14T18:27:28,1.0000,0.0000,68,100
2026-01-14T18:27:29,1.0000,0.0000,68,100
2026-01-14T18:27:30,1.0000,0.0000,68,100
2026-01-14T18:27:31,0.7601,0.0638,60,100
2026-01-14T18:27:32,0.7601,0.0638,60,100
2026-01-14T18:27:33,0.7601,0.0638,60,100
2026-01-14T18:27:34,0.7601,0.0638,60,100
2026-01-14T18:27:35,0.7601,0.0638,60,100
2026-01-14T18:27:36,0.7601,0.0638,60,100
2026-01-14T18:27:37,0.7601,0.0638,60,100
2026-01-14T18:27:38,0.8113,0.1165,60,100
2026-01-14T18:27:39,0.8113,0.1165,60,100
2026-01-14T18:27:40,0.8953,0.0108,60,100
2026-01-14T18:27:45,0.0000,0.0000,0,0
2026-01-14T18:27:46,0.0000,0.0000,0,0
2026-01-14T18:27:47,0.0000,0.0000,0,0
2026-01-14T18:27:48,0.0000,0.0000,0,0
2026-01-14T18:27:49,0.0000,0.0000,0,0
2026-01-14T18:27:50,0.0000,0.0000,0,0
2026-01-14T18:27:51,0.0000,0.0000,0,0
2026-01-14T18:27:52,0.0000,0.0000,0,0
2026-01-14T18:27:53,0.0000,0.0000,0,0
2026-01-14T18:27:54,0.0000,0.0000,0,0
2026-01-14T18:27:56,0.0000,0.0000,0,0
2026-01-14T18:27:57,0.0000,0.0000,0,0
2026-01-14T18:27:58,0.0000,0.0000,0,0
2026-01-14T18:27:59,0.0000,0.0000,0,0
2026-01-14T18:28:00,0.0000,0.0000,0,0
2026-01-14T18:28:01,0.0000,0.0000,0,0
2026-01-14T18:28:02,0.0000,0.0000,0,0
2026-01-14T18:28:03,0.0000,0.0000,0,0
2026-01-14T18:28:04,0.0000,0.0000,0,0
2026-01-14T18:28:05,0.0000,0.0000,0,0
2026-01-14T18:28:06,0.0000,0.0000,0,0
2026-01-14T18:28:07,0.0000,0.0000,0,0
2026-01-14T18:28:08,0.0000,0.0000,0,0
2026-01-14T18:28:09,0.0000,0.0000,0,0
2026-01-14T18:28:10,0.0000,0.0000,0,0
2026-01-14T18:28:11,0.0000,0.0000,0,0
2026-01-14T18:28:12,0.0000,0.0000,0,0
2026-01-14T18:28:13,0.0000,0.0000,0,0
2026-01-14T18:28:14,0.0000,0.0000,0,0
2026-01-14T18:28:15,0.0000,0.0000,0,0
2026-01-14T18:28:16,0.0000,0.0000,0,0
2026-01-14T18:28:17,1.0000,0.0000,52,100
2026-01-14T18:28:18,1.0000,0.0000,52,100
2026-01-14T18:28:19,1.0000,0.0000,52,100
2026-01-14T18:28:20,1.0000,0.0000,52,100
2026-01-14T18:28:21,1.0000,0.0000,52,100
2026-01-14T18:28:22,0.8937,0.0000,52,100
2026-01-14T18:28:23,0.8937,0.0000,52,100
2026-01-14T18:28:24,0.8937,0.0000,52,100
2026-01-14T18:28:25,0.8937,0.0000,52,100
2026-01-14T18:28:26,0.8937,0.0000,52,100
2026-01-14T18:28:27,0.5553,0.2627,60,0
2026-01-14T18:28:28,0.3827,0.4647,52,0
2026-01-14T18:28:29,0.3440,0.4604,52,100
2026-01-14T18:28:32,0.0000,0.0000,0,0
2026-01-14T18:28:32,0.0000,0.0000,0,0
2026-01-14T18:28:33,0.0000,0.0000,0,0
2026-01-14T18:28:34,0.0000,0.0000,0,0
2026-01-14T18:28:35,0.0000,0.0000,0,0
2026-01-14T18:28:36,0.0000,0.0000,0,0
2026-01-14T18:28:37,0.0000,0.0000,0,0
2026-01-14T18:28:38,0.0000,0.0000,0,0
2026-01-14T18:28:39,0.0000,0.0000,0,0
2026-01-14T18:28:40,0.0000,0.0000,0,0
2026-01-14T18:28:41,0.0000,0.0000,0,0
2026-01-14T18:28:42,0.0000,0.0000,0,0
2026-01-14T18:28:43,0.0000,0.0000,0,0
2026-01-14T18:28:44,0.0000,0.0000,0,0
2026-01-14T18:28:45,0.0000,0.0000,0,0
2026-01-14T18:28:46,0.0000,0.0000,0,0
2026-01-14T18:28:47,0.0000,0.0000,0,0
2026-01-14T18:28:48,0.0000,0.0000,0,0
2026-01-14T18:28:49,0.0000,0.0000,0,0
2026-01-14T18:28:50,0.0000,0.0000,0,0
2026-01-14T18:28:51,0.0000,0.0000,0,0
2026-01-14T18:28:52,0.0000,0.0000,0,0
2026-01-14T18:28:53,0.0000,0.0000,0,0
2026-01-14T18:28:54,0.0000,0.0000,0,0
2026-01-14T18:28:55,0.0000,0.0000,0,0
2026-01-14T18:28:56,0.0000,0.0000,0,0
2026-01-14T18:28:57,0.0000,0.0000,0,0
2026-01-14T18:28:58,0.0000,0.0000,0,0
2026-01-14T18:28:59,0.0000,0.0000,0,0
2026-01-14T18:29:00,0.0000,0.0000,0,0
2026-01-14T18:29:01,0.0000,0.0000,0,0
2026-01-14T18:29:02,0.0000,0.0000,0,0
2026-01-14T18:29:03,0.0000,0.0000,0,0
2026-01-14T18:29:04,0.0000,0.0000,0,0
2026-01-14T18:29:05,0.0000,0.0000,0,0
2026-01-14T18:29:06,0.0000,0.0000,0,0
2026-01-14T18:29:07,0.0000,0.0000,0,0
2026-01-14T18:29:08,0.0000,0.0000,0,0
2026-01-14T18:29:09,0.0000,0.0000,0,0
